filepath,interface,field,type,optional,comment,line_number,export_modifier,extends,readonly
src/clients/cc-api/commands/migration/migration.types.d.ts,MigrationStep,startDate,string,false,,11,export,,false
src/clients/cc-api/commands/migration/migration.types.d.ts,MigrationStep,endDate,string,true,,12,export,,false
src/clients/cc-api/commands/migration/migration.types.d.ts,MigrationStep,message,string,true,,13,export,,false
src/clients/cc-api/commands/migration/start-migration-command.types.d.ts,StartMigrationCommandInput,planId,string,false,,5,export,AddonId,false
src/clients/cc-api/commands/migration/start-migration-command.types.d.ts,StartMigrationCommandInput,zone,string,false,,6,export,AddonId,false
src/clients/cc-api/commands/migration/start-migration-command.types.d.ts,StartMigrationCommandInput,version,string,false,,7,export,AddonId,false
src/clients/cc-api/commands/network-group/create-network-group-command.types.d.ts,CreateNetworkGroupCommandInput,ownerId,string,false,,4,export,,false
src/clients/cc-api/commands/network-group/create-network-group-command.types.d.ts,CreateNetworkGroupCommandInput,label,string,true,,5,export,,false
src/clients/cc-api/commands/network-group/create-network-group-command.types.d.ts,CreateNetworkGroupCommandInput,description,string,true,,6,export,,false
src/clients/cc-api/commands/network-group/create-network-group-command.types.d.ts,CreateNetworkGroupCommandInput,tags,Array<string>,true,,7,export,,false
src/clients/cc-api/commands/network-group/create-network-group-command.types.d.ts,CreateNetworkGroupCommandInput,members,"Array<{
    id: string;
    label?: string;
  }>",true,,8,export,,false
src/clients/cc-api/commands/network-group/create-network-group-command.types.d.ts,CreateNetworkGroupCommandInnerInput,networkGroupId,string,false,,17,export,CreateNetworkGroupCommandInput,false
src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,CreateNetworkGroupExternalPeerCommandInput,ownerId,string,false,,4,export,,false
src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,CreateNetworkGroupExternalPeerCommandInput,networkGroupId,string,false,,5,export,,false
src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,CreateNetworkGroupExternalPeerCommandInput,label,string,false,,6,export,,false
src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,CreateNetworkGroupExternalPeerCommandInput,ip,string,true,,7,export,,false
src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,CreateNetworkGroupExternalPeerCommandInput,port,number,true,,8,export,,false
src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,CreateNetworkGroupExternalPeerCommandInput,peerRole,'CLIENT',false,,9,export,,false
src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,CreateNetworkGroupExternalPeerCommandInput,publicKey,string,false,,10,export,,false
src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,CreateNetworkGroupExternalPeerCommandInput,hostname,string,true,,11,export,,false
src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,CreateNetworkGroupExternalPeerCommandInput,parentEvent,string,true,,12,export,,false
src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,CreateNetworkGroupExternalPeerCommandInput,parentMember,string,false,,13,export,,false
src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,CreateNetworkGroupExternalPeerCommandInnerOutput,peerId,string,false,,19,export,,false
src/clients/cc-api/commands/network-group/create-network-group-member-command.types.d.ts,CreateNetworkGroupMemberCommandInput,ownerId,string,false,,4,export,,false
src/clients/cc-api/commands/network-group/create-network-group-member-command.types.d.ts,CreateNetworkGroupMemberCommandInput,networkGroupId,string,false,,5,export,,false
src/clients/cc-api/commands/network-group/create-network-group-member-command.types.d.ts,CreateNetworkGroupMemberCommandInput,memberId,string,false,,6,export,,false
src/clients/cc-api/commands/network-group/create-network-group-member-command.types.d.ts,CreateNetworkGroupMemberCommandInput,label,string,true,,7,export,,false
src/clients/cc-api/commands/network-group/delete-network-group-command.types.d.ts,DeleteNetworkGroupCommandInput,ownerId,string,false,,2,export,,false
src/clients/cc-api/commands/network-group/delete-network-group-command.types.d.ts,DeleteNetworkGroupCommandInput,networkGroupId,string,false,,3,export,,false
src/clients/cc-api/commands/network-group/delete-network-group-external-peer-command.types.d.ts,DeleteNetworkGroupExternalPeerCommandInput,ownerId,string,false,,2,export,,false
src/clients/cc-api/commands/network-group/delete-network-group-external-peer-command.types.d.ts,DeleteNetworkGroupExternalPeerCommandInput,networkGroupId,string,false,,3,export,,false
src/clients/cc-api/commands/network-group/delete-network-group-external-peer-command.types.d.ts,DeleteNetworkGroupExternalPeerCommandInput,externalPeerId,string,false,,4,export,,false
src/clients/cc-api/commands/network-group/delete-network-group-member-command.types.d.ts,DeleteNetworkGroupMemberCommandInput,ownerId,string,false,,2,export,,false
src/clients/cc-api/commands/network-group/delete-network-group-member-command.types.d.ts,DeleteNetworkGroupMemberCommandInput,networkGroupId,string,false,,3,export,,false
src/clients/cc-api/commands/network-group/delete-network-group-member-command.types.d.ts,DeleteNetworkGroupMemberCommandInput,memberId,string,false,,4,export,,false
src/clients/cc-api/commands/network-group/get-network-group-command.types.d.ts,GetNetworkGroupCommandInput,ownerId,string,false,,4,export,,false
src/clients/cc-api/commands/network-group/get-network-group-command.types.d.ts,GetNetworkGroupCommandInput,networkGroupId,string,false,,5,export,,false
src/clients/cc-api/commands/network-group/get-network-group-member-command.types.d.ts,GetNetworkGroupMemberCommandInput,ownerId,string,false,,4,export,,false
src/clients/cc-api/commands/network-group/get-network-group-member-command.types.d.ts,GetNetworkGroupMemberCommandInput,networkGroupId,string,false,,5,export,,false
src/clients/cc-api/commands/network-group/get-network-group-member-command.types.d.ts,GetNetworkGroupMemberCommandInput,memberId,string,false,,6,export,,false
src/clients/cc-api/commands/network-group/get-network-group-peer-command.types.d.ts,GetNetworkGroupPeerCommandInput,ownerId,string,false,,4,export,,false
src/clients/cc-api/commands/network-group/get-network-group-peer-command.types.d.ts,GetNetworkGroupPeerCommandInput,networkGroupId,string,false,,5,export,,false
src/clients/cc-api/commands/network-group/get-network-group-peer-command.types.d.ts,GetNetworkGroupPeerCommandInput,peerId,string,false,,6,export,,false
src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts,GetNetworkGroupWireguardConfigurationCommandInput,ownerId,string,false,,2,export,,false
src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts,GetNetworkGroupWireguardConfigurationCommandInput,networkGroupId,string,false,,3,export,,false
src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts,GetNetworkGroupWireguardConfigurationCommandInput,peerId,string,false,,4,export,,false
src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts,GetNetworkGroupWireguardConfigurationCommandOutput,ngId,string,false,,8,export,,false
src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts,GetNetworkGroupWireguardConfigurationCommandOutput,peerId,string,false,,9,export,,false
src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts,GetNetworkGroupWireguardConfigurationCommandOutput,peers,"[
    {
      peer_id: string;
      peer_ip: string;
      peer_hostname: string;
    },
  ]",false,,10,export,,false
src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts,GetNetworkGroupWireguardConfigurationCommandOutput,configuration,string,false,,17,export,,false
src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts,GetNetworkGroupWireguardConfigurationCommandOutput,version,number,false,,18,export,,false
src/clients/cc-api/commands/network-group/list-network-group-command.types.d.ts,ListNetworkGroupCommandInput,ownerId,string,false,,4,export,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroup,id,string,false,,13,export,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroup,ownerId,string,false,,14,export,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroup,label,string,false,,15,export,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroup,description,string,true,,16,export,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroup,networkIp,string,false,,17,export,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroup,lastAllocatedIp,string,false,,18,export,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroup,tags,Array<string>,false,,19,export,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroup,peers,Array<NetworkGroupPeer>,false,,20,export,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroup,members,Array<NetworkGroupMember>,false,,21,export,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroup,version,number,false,,22,export,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroupPeerBase,id,string,false,,28,,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroupPeerBase,label,string,true,,29,,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroupPeerBase,publicKey,string,false,,30,,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroupPeerBase,endpoint,NetworkGroupEndpoint,false,,31,,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroupPeerBase,hostname,string,false,,32,,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroupPeerBase,parentMember,string,false,,33,,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroupPeerBase,parentEvent,string,true,,34,,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroupPeerClever,hv,string,false,,38,export,TypedComponent,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroupMember,id,string,false,,44,export,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroupMember,label,string,false,,45,export,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroupMember,domainName,string,false,,46,export,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroupMember,kind,'APPLICATION' | 'ADDON' | 'EXTERNAL',false,,47,export,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroupEndpointServer,type,'ServerEndpoint',false,,53,export,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroupEndpointServer,ngTerm,"{
    host: string;
    port: number;
  }",false,,54,export,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroupEndpointServer,publicTerm,"{
    host: string;
    port: number;
  }",false,,58,export,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroupEndpointClient,type,'ClientEndpoint',false,,65,export,,false
src/clients/cc-api/commands/network-group/network-group.types.d.ts,NetworkGroupEndpointClient,ngIp,string,false,,66,export,,false
src/clients/cc-api/commands/network-group/search-network-group-command.types.d.ts,SearchNetworkGroupCommandInput,ownerId,string,false,,4,export,,false
src/clients/cc-api/commands/network-group/search-network-group-command.types.d.ts,SearchNetworkGroupCommandInput,query,string,false,,5,export,,false
src/clients/cc-api/commands/network-group/search-network-group-command.types.d.ts,SearchNetworkGroupCommandInput,types,Array<NetworkGroupComponentType>,true,,6,export,,false
src/clients/cc-api/commands/notification/create-email-notification-command.types.d.ts,CreateEmailNotificationCommandInput,ownerId,string,false,,9,export,,false
src/clients/cc-api/commands/notification/create-email-notification-command.types.d.ts,CreateEmailNotificationCommandInput,name,string,false,,10,export,,false
src/clients/cc-api/commands/notification/create-email-notification-command.types.d.ts,CreateEmailNotificationCommandInput,targets,Array<EmailNotificationTarget>,false,,11,export,,false
src/clients/cc-api/commands/notification/create-email-notification-command.types.d.ts,CreateEmailNotificationCommandInput,events,Array<NotificationEventType | NotificationMetaEventType>,true,,12,export,,false
src/clients/cc-api/commands/notification/create-email-notification-command.types.d.ts,CreateEmailNotificationCommandInput,scope,Array<string>,true,,13,export,,false
src/clients/cc-api/commands/notification/create-webhook-notification-command.types.d.ts,CreateWebhookNotificationCommandInput,ownerId,string,false,,9,export,,false
src/clients/cc-api/commands/notification/create-webhook-notification-command.types.d.ts,CreateWebhookNotificationCommandInput,name,string,false,,10,export,,false
src/clients/cc-api/commands/notification/create-webhook-notification-command.types.d.ts,CreateWebhookNotificationCommandInput,urls,Array<WebhookNotificationUrl>,false,,11,export,,false
src/clients/cc-api/commands/notification/create-webhook-notification-command.types.d.ts,CreateWebhookNotificationCommandInput,events,Array<NotificationEventType | NotificationMetaEventType>,true,,12,export,,false
src/clients/cc-api/commands/notification/create-webhook-notification-command.types.d.ts,CreateWebhookNotificationCommandInput,scope,Array<string>,true,,13,export,,false
src/clients/cc-api/commands/notification/delete-email-notification-command.types.d.ts,DeleteEmailNotificationCommandInput,ownerId,string,false,,2,export,,false
src/clients/cc-api/commands/notification/delete-email-notification-command.types.d.ts,DeleteEmailNotificationCommandInput,emailNotificationId,string,false,,3,export,,false
src/clients/cc-api/commands/notification/delete-webhook-notification-command.types.d.ts,DeleteWebhookNotificationCommandInput,ownerId,string,false,,2,export,,false
src/clients/cc-api/commands/notification/delete-webhook-notification-command.types.d.ts,DeleteWebhookNotificationCommandInput,webhookNotificationId,string,false,,3,export,,false
src/clients/cc-api/commands/notification/get-notification-info-command.types.d.ts,GetNotificationInfoCommandOutput,formats,Array<WebhookNotificationFormat>,false,,8,export,GetNotificationInfoEventsCommandOutput,false
src/clients/cc-api/commands/notification/get-notification-info-command.types.d.ts,GetNotificationInfoEventsCommandOutput,events,Array<NotificationEventType>,false,,12,export,,false
src/clients/cc-api/commands/notification/get-notification-info-command.types.d.ts,GetNotificationInfoEventsCommandOutput,metaEvents,"Record<NotificationMetaEventType, Array<NotificationEventType>>",false,,13,export,,false
src/clients/cc-api/commands/notification/list-email-notification-command.types.d.ts,ListEmailNotificationCommandInput,ownerId,string,false,,4,export,,false
src/clients/cc-api/commands/notification/list-webhook-notification-command.types.d.ts,ListWebhookNotificationCommandInput,ownerId,string,false,,4,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,WebhookNotification,id,string,false,,2,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,WebhookNotification,ownerId,string,false,,3,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,WebhookNotification,name,string,true,,4,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,WebhookNotification,urls,Array<WebhookNotificationUrl>,false,,5,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,WebhookNotification,events,Array<NotificationEventType | NotificationMetaEventType>,true,,6,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,WebhookNotification,scope,Array<string>,true,,7,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,WebhookNotification,createdAt,string,false,,8,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,WebhookNotification,failures,Array<WebhookNotificationRequestFailure>,false,,9,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,WebhookNotification,state,'ENABLED' | 'DISABLED',false,,10,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,WebhookNotificationUrl,format,WebhookNotificationFormat,false,,14,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,WebhookNotificationUrl,url,string,false,,15,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,WebhookNotificationRequestFailure,url,String,false,,21,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,WebhookNotificationRequestFailure,networkFailure,string,true,,22,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,WebhookNotificationRequestFailure,status,number,true,,23,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,WebhookNotificationRequestFailure,partialBody,string,true,,24,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,WebhookNotificationRequestFailure,createdAt,string,true,,25,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,EmailNotification,id,string,false,,29,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,EmailNotification,ownerId,string,false,,30,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,EmailNotification,name,string,true,,31,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,EmailNotification,targets,Array<EmailNotificationTarget>,false,renamed from notified,33,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,EmailNotification,events,Array<NotificationEventType | NotificationMetaEventType>,true,,34,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,EmailNotification,scope,Array<string>,true,,35,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,EmailNotification,createdAt,string,false,,36,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,EmailNotificationTargetEmail,type,'email',false,,45,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,EmailNotificationTargetEmail,emailAddresses,Array<string>,false,,46,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,EmailNotificationTargetUser,type,'user',false,,50,export,,false
src/clients/cc-api/commands/notification/notification.types.d.ts,EmailNotificationTargetOrganisation,type,'organisation',false,,54,export,,false
src/clients/cc-api/commands/oauth-consumer/create-oauth-consumer-command.types.d.ts,CreateOauthConsumerCommandInput,ownerId,string,false,,4,export,,false
src/clients/cc-api/commands/oauth-consumer/create-oauth-consumer-command.types.d.ts,CreateOauthConsumerCommandInput,name,string,false,,5,export,,false
src/clients/cc-api/commands/oauth-consumer/create-oauth-consumer-command.types.d.ts,CreateOauthConsumerCommandInput,description,string,false,,6,export,,false
src/clients/cc-api/commands/oauth-consumer/create-oauth-consumer-command.types.d.ts,CreateOauthConsumerCommandInput,url,string,false,,7,export,,false
src/clients/cc-api/commands/oauth-consumer/create-oauth-consumer-command.types.d.ts,CreateOauthConsumerCommandInput,picture,string,false,,8,export,,false
src/clients/cc-api/commands/oauth-consumer/create-oauth-consumer-command.types.d.ts,CreateOauthConsumerCommandInput,baseUrl,string,false,,9,export,,false
src/clients/cc-api/commands/oauth-consumer/create-oauth-consumer-command.types.d.ts,CreateOauthConsumerCommandInput,rights,"Record<AccessRights | ManageRights, boolean>",false,,10,export,,false
src/clients/cc-api/commands/oauth-consumer/delete-oauth-consumer-command.types.d.ts,DeleteOauthConsumerCommandInput,ownerId,string,true,,2,export,,false
src/clients/cc-api/commands/oauth-consumer/delete-oauth-consumer-command.types.d.ts,DeleteOauthConsumerCommandInput,oauthConsumerKey,string,false,,3,export,,false
src/clients/cc-api/commands/oauth-consumer/get-oauth-consumer-command.types.d.ts,GetOauthConsumerCommandInput,ownerId,string,true,,4,export,,false
src/clients/cc-api/commands/oauth-consumer/get-oauth-consumer-command.types.d.ts,GetOauthConsumerCommandInput,oauthConsumerKey,string,false,,5,export,,false
src/clients/cc-api/commands/oauth-consumer/get-oauth-consumer-command.types.d.ts,GetOauthConsumerCommandInput,withSecret,boolean,false,,6,export,,false
src/clients/cc-api/commands/oauth-consumer/get-oauth-consumer-secret-command.types.d.ts,GetOauthConsumerSecretCommandInput,ownerId,string,true,,2,export,,false
src/clients/cc-api/commands/oauth-consumer/get-oauth-consumer-secret-command.types.d.ts,GetOauthConsumerSecretCommandInput,oauthConsumerKey,string,false,,3,export,,false
src/clients/cc-api/commands/oauth-consumer/get-oauth-consumer-secret-command.types.d.ts,GetOauthConsumerSecretCommandOutput,secret,string,false,,7,export,,false
src/clients/cc-api/commands/oauth-consumer/list-oauth-consumer-command.types.d.ts,ListOauthConsumerCommandInput,ownerId,string,false,,4,export,,false
src/clients/cc-api/commands/oauth-consumer/list-oauth-consumer-command.types.d.ts,ListOauthConsumerCommandInput,withSecret,boolean,false,,5,export,,false
src/clients/cc-api/commands/oauth-consumer/oauth-consumer.types.d.ts,OauthConsumer,name,string,false,,2,export,,false
src/clients/cc-api/commands/oauth-consumer/oauth-consumer.types.d.ts,OauthConsumer,description,string,false,,3,export,,false
src/clients/cc-api/commands/oauth-consumer/oauth-consumer.types.d.ts,OauthConsumer,key,string,false,,4,export,,false
src/clients/cc-api/commands/oauth-consumer/oauth-consumer.types.d.ts,OauthConsumer,url,string,false,,5,export,,false
src/clients/cc-api/commands/oauth-consumer/oauth-consumer.types.d.ts,OauthConsumer,picture,string,false,,6,export,,false
src/clients/cc-api/commands/oauth-consumer/oauth-consumer.types.d.ts,OauthConsumer,baseUrl,string,false,,7,export,,false
src/clients/cc-api/commands/oauth-consumer/oauth-consumer.types.d.ts,OauthConsumer,rights,"Record<OauthConsumerRights, boolean>",false,,8,export,,false
src/clients/cc-api/commands/oauth-consumer/oauth-consumer.types.d.ts,OauthConsumer,secret,string,true,,9,export,,false
src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,UpdateOauthConsumerCommandInput,ownerId,string,true,,4,export,,false
src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,UpdateOauthConsumerCommandInput,oauthConsumerKey,string,false,,5,export,,false
src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,UpdateOauthConsumerCommandInput,name,string,false,,6,export,,false
src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,UpdateOauthConsumerCommandInput,description,string,false,,7,export,,false
src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,UpdateOauthConsumerCommandInput,url,string,false,,8,export,,false
src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,UpdateOauthConsumerCommandInput,picture,string,false,,9,export,,false
src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,UpdateOauthConsumerCommandInput,baseUrl,string,false,,10,export,,false
src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,UpdateOauthConsumerCommandInput,rights,"Record<AccessRights | ManageRights, boolean>",false,,11,export,,false
src/clients/cc-api/commands/oauth-token/delete-oauth-token-command.types.d.ts,DeleteTokenCommandInput,token,string,false,,2,export,,false
src/clients/cc-api/commands/oauth-token/list-oauth-token-command.types.d.ts,OauthToken,token,string,false,,6,export,,false
src/clients/cc-api/commands/oauth-token/list-oauth-token-command.types.d.ts,OauthToken,consumer,OauthConsumer,false,,7,export,,false
src/clients/cc-api/commands/oauth-token/list-oauth-token-command.types.d.ts,OauthToken,creationDate,string,false,converted to iso,9,export,,false
src/clients/cc-api/commands/oauth-token/list-oauth-token-command.types.d.ts,OauthToken,expirationDate,string,false,converted to iso,11,export,,false
src/clients/cc-api/commands/oauth-token/list-oauth-token-command.types.d.ts,OauthToken,lastUtilisationDate,string,false,renamed from lastUtilisation and converted to iso,13,export,,false
src/clients/cc-api/commands/oauth-token/list-oauth-token-command.types.d.ts,OauthToken,rights,"Record<OauthConsumerRights, boolean>",false,,14,export,,false
src/clients/cc-api/commands/oauth-token/list-oauth-token-command.types.d.ts,OauthToken,employeeId,string,true,,15,export,,false
src/clients/cc-api/commands/organisation/add-organisation-member-command.types.d.ts,AddOrganisationMemberCommandInput,organisationId,string,false,,4,export,,false
src/clients/cc-api/commands/organisation/add-organisation-member-command.types.d.ts,AddOrganisationMemberCommandInput,role,OrganisationMemberRole,false,,5,export,,false
src/clients/cc-api/commands/organisation/add-organisation-member-command.types.d.ts,AddOrganisationMemberCommandInput,email,string,false,,6,export,,false
src/clients/cc-api/commands/organisation/add-organisation-member-command.types.d.ts,AddOrganisationMemberCommandInput,job,string,true,,7,export,,false
src/clients/cc-api/commands/organisation/add-organisation-member-command.types.d.ts,AddOrganisationMemberCommandInput,invitationKey,string,true,,8,export,,false
src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts,CreateOrganisationBase,name,string,false,,8,,,false
src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts,CreateOrganisationBase,description,string,false,,9,,,false
src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts,CreateOrganisationBase,address,string,false,,10,,,false
src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts,CreateOrganisationBase,city,string,false,,11,,,false
src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts,CreateOrganisationBase,zipcode,string,false,,12,,,false
src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts,CreateOrganisationBase,customerFullName,string,false,,13,,,false
src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts,CreateOrganisationBase,billingEmailAddress,string,true,renamed from billingEmail,15,,,false
src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts,CreateOrganisationBase,contacts,"Array<{
    // renamed from contact_type
    contactType: 'security' | 'privacy' | 'abuse';
    // renamed from email_address
    emailAddress: string;
    // renamed from phone_number
    phoneNumber: string;
  }>",true,,16,,,false
src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts,CreateOrganisationStandard,country,string,false,,27,export,CreateOrganisationBase,false
src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts,CreateOrganisationCompany,company,string,false,,31,export,CreateOrganisationBase,false
src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts,CreateOrganisationCompany,VAT,string,false,,32,export,CreateOrganisationBase,false
src/clients/cc-api/commands/organisation/delete-organisation-command.types.d.ts,DeleteOrganisationCommandInput,organisationId,string,false,,2,export,,false
src/clients/cc-api/commands/organisation/get-organisation-command.types.d.ts,GetOrganisationCommandInput,organisationId,string,false,,4,export,,false
src/clients/cc-api/commands/organisation/list-organisation-command.types.d.ts,ListOrganisationCommandInput,withPersonalOrganisation,boolean,false,,4,export,,false
src/clients/cc-api/commands/organisation/list-organisation-member-command.types.d.ts,ListOrganisationMemberCommandInput,organisationId,string,false,,4,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,OrganisationSummary,id,string,false,,4,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,OrganisationSummary,name,string,false,,5,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,OrganisationSummary,avatar,string,false,,6,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,OrganisationSummary,applications,Array<ApplicationSummary>,false,,7,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,OrganisationSummary,addons,Array<AddonSummary>,false,,8,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,OrganisationSummary,consumers,Array<ConsumerSummary>,false,,9,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,OrganisationSummary,providers,Array<ProviderSummary>,false,,10,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,OrganisationSummary,role,'NONE' | 'ADMIN' | 'ACCOUNTING' | 'DEVELOPER' | 'MANAGER',false,,11,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,OrganisationSummary,vatState,string,false,,12,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,OrganisationSummary,canPay,boolean,false,,13,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,OrganisationSummary,canSEPA,boolean,false,,14,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,OrganisationSummary,cleverEnterprise,boolean,false,,15,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,OrganisationSummary,emergencyNumber,string,false,,16,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,OrganisationSummary,isPersonal,boolean,false,,17,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,OrganisationSummary,isTrusted,boolean,false,,18,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,ApplicationSummary,id,string,false,,22,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,ApplicationSummary,name,string,false,,23,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,ApplicationSummary,instanceType,string,false,,24,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,ApplicationSummary,instanceVariant,string,false,,25,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,ApplicationSummary,variantSlug,string,false,,26,export,,false
src/clients/cc-api/commands/organisation/organisation.types.d.ts,ApplicationSummary,archived,false,false,,27,export,,false
